alx,aly,alz,glx,gly,glz,arx,ary,arz,grx,gry,grz,Activity,subject
1.9773,-9.4402,0.53735,0.07235599999999999,-0.8330200000000001,-0.6817300000000001,-8.9782,-3.9076,0.24211999999999997,-0.45686000000000004,-1.0082,0.010776,0,subject1
1.9797,-9.5778,0.63466,0.07235599999999999,-0.8330200000000001,-0.6817300000000001,-9.0386,-3.9772,0.28031,-0.45686000000000004,-1.0082,0.010776,0,subject1
2.0917,-9.6281,0.56035,0.07235599999999999,-0.8330200000000001,-0.6817300000000001,-8.9404,-3.9866,0.34234000000000003,-0.45686000000000004,-1.0082,0.010776,0,subject1
2.0403,-9.6185,0.5290600000000001,0.07235599999999999,-0.8330200000000001,-0.6817300000000001,-9.1227,-3.9792,0.082291,-0.44706,-1.0226,0.0064655,0,subject1
2.0107,-9.5774,0.67665,0.07235599999999999,-0.8330200000000001,-0.6817300000000001,-9.1154,-4.1477,0.23012,-0.44706,-1.0226,0.0064655,0,subject1
2.0278,-9.4707,0.45298999999999995,0.068646,-0.8367700000000001,-0.7053,-8.8752,-4.0083,0.17459000000000002,-0.44706,-1.0226,0.0064655,0,subject1
2.0114,-9.8567,0.46478,0.068646,-0.8367700000000001,-0.7053,-8.7052,-4.0581,0.19293,-0.44706,-1.0226,0.0064655,0,subject1
2.0098,-9.7184,0.44043000000000004,0.068646,-0.8367700000000001,-0.7053,-8.7537,-4.0287,0.1319,-0.45686000000000004,-1.0082,0.030172000000000004,0,subject1
2.1099,-9.5903,0.37492,0.057513999999999996,-0.8292700000000001,-0.69155,-8.6781,-3.9674,0.25995999999999997,-0.45686000000000004,-1.0082,0.030172000000000004,0,subject1
2.0387,-9.52,0.47147,0.057513999999999996,-0.8292700000000001,-0.69155,-8.8669,-4.021,-0.09688200000000001,-0.45686000000000004,-1.0082,0.030172000000000004,0,subject1
1.743,-9.4698,0.54394,0.057513999999999996,-0.8292700000000001,-0.69155,-8.8226,-3.9593,0.07287,-0.43725,-0.9958899999999999,0.010776,0,subject1
1.7661,-9.7771,0.50797,0.057513999999999996,-0.8292700000000001,-0.69155,-9.0019,-4.0193,0.069868,-0.43725,-0.9958899999999999,0.010776,0,subject1
1.8976,-9.7683,0.39514,0.053803,-0.8442799999999999,-0.69155,-8.7082,-4.1003,-0.027931,-0.43725,-0.9958899999999999,0.010776,0,subject1
1.9496,-9.5873,0.67555,0.053803,-0.8442799999999999,-0.69155,-8.9389,-3.8708,-0.078956,-0.43725,-0.9958899999999999,0.010776,0,subject1
1.9684,-9.5189,0.58541,0.053803,-0.8442799999999999,-0.69155,-8.9923,-3.8996,0.044606,-0.43922,-1.0021,0.015086000000000002,0,subject1
1.8276,-9.6868,0.62769,0.040816000000000005,-0.83114,-0.70727,-8.9333,-4.2282,0.18442999999999998,-0.43922,-1.0021,0.015086000000000002,0,subject1
1.9464,-9.5205,0.42886,0.040816000000000005,-0.83114,-0.70727,-9.0224,-4.1088,0.11748,-0.43922,-1.0021,0.015086000000000002,0,subject1
1.7859,-9.5977,0.6213,0.040816000000000005,-0.83114,-0.70727,-8.9673,-4.1205,-0.049775,-0.4549,-1.0062,-0.0021552,0,subject1
1.8791,-9.8164,0.5383899999999999,0.040816000000000005,-0.83114,-0.70727,-8.8831,-4.1285,0.14774,-0.4549,-1.0062,-0.0021552,0,subject1
1.7630000000000001,-9.5103,0.45878,0.044527,-0.8330200000000001,-0.69352,-8.7948,-4.1479,0.20926999999999998,-0.4549,-1.0062,-0.0021552,0,subject1
1.6519,-9.509,0.58273,0.044527,-0.8330200000000001,-0.69352,-8.8975,-4.0208,-0.076038,-0.4549,-1.0062,-0.0021552,0,subject1
1.7846,-9.589,0.50715,0.044527,-0.8330200000000001,-0.69352,-8.7902,-4.1694,0.062365,-0.45098,-1.0062,0.0021552,0,subject1
1.7032,-9.5888,0.52718,0.038961,-0.82739,-0.70138,-8.5888,-4.1499,0.011256,-0.45098,-1.0062,0.0021552,0,subject1
1.9054,-9.4307,0.49543999999999994,0.038961,-0.82739,-0.70138,-8.8374,-4.0308,-0.076538,-0.45098,-1.0062,0.0021552,0,subject1
1.7042,-9.6978,0.52174,0.038961,-0.82739,-0.70138,-8.7878,-4.1901,-0.011589,-0.46078,-1.0205,0.0,0,subject1
1.8557,-9.6894,0.36741999999999997,0.037106,-0.82739,-0.70334,-8.5831,-3.9989999999999997,0.10213,-0.46078,-1.0205,0.0,0,subject1
1.7428,-9.66,0.33651,0.037106,-0.82739,-0.70334,-8.7351,-4.1212,-0.12272999999999999,-0.46078,-1.0205,0.0,0,subject1
1.8468,-9.8481,0.33855999999999997,0.037106,-0.82739,-0.70334,-8.8616,-3.9895,0.050525,-0.46078,-1.0205,0.0,0,subject1
1.9279,-9.6186,0.51752,0.037106,-0.82739,-0.70334,-8.9228,-4.1585,0.14624,-0.45882,-1.0,0.010776,0,subject1
2.0822,-9.6574,0.60045,0.038961,-0.8405299999999999,-0.69352,-8.7555,-3.8188,0.12155999999999999,-0.45882,-1.0,0.010776,0,subject1
1.7953,-9.5185,0.62536,0.038961,-0.8405299999999999,-0.69352,-9.06,-3.9402,-0.019927,-0.45882,-1.0,0.010776,0,subject1
1.459,-9.7281,0.45527,0.038961,-0.8405299999999999,-0.69352,-9.1219,-3.9894,0.060947,-0.46078,-0.99384,0.010776,0,subject1
1.5387,-9.5901,0.40047,0.051948,-0.8330200000000001,-0.69155,-9.0238,-4.0486,0.14132,-0.46078,-0.99384,0.010776,0,subject1
1.7956,-9.7282,0.44821000000000005,0.051948,-0.8330200000000001,-0.69155,-8.9909,-4.0495,0.047524000000000004,-0.46078,-0.99384,0.010776,0,subject1
1.6224,-9.6479,0.55466,0.051948,-0.8330200000000001,-0.69155,-8.9115,-3.9497,0.031682999999999996,-0.46078,-0.99384,0.010776,0,subject1
1.5106,-9.6275,0.61706,0.051948,-0.8330200000000001,-0.69155,-8.8835,-3.9889,0.11306,-0.45293999999999995,-1.0205,0.0,0,subject1
1.8825,-9.3831,0.29967,0.046382,-0.8405299999999999,-0.6895899999999999,-8.914,-3.9189,0.10614000000000001,-0.45293999999999995,-1.0205,0.0,0,subject1
1.9681,-9.6492,0.42263999999999996,0.046382,-0.8405299999999999,-0.6895899999999999,-8.8342,-3.9288,0.11606,-0.45293999999999995,-1.0205,0.0,0,subject1
1.9251,-9.4414,0.41176,0.046382,-0.8405299999999999,-0.6895899999999999,-8.9585,-4.0204,-0.044772,-0.46078,-1.0103,0.0086207,0,subject1
1.8258,-9.6486,0.48373999999999995,0.024118999999999998,-0.8405299999999999,-0.70727,-8.9715,-3.9198,0.022761,-0.46078,-1.0103,0.0086207,0,subject1
2.0409,-9.7578,0.4596,0.024118999999999998,-0.8405299999999999,-0.70727,-9.0664,-3.8484,0.16175,-0.46078,-1.0103,0.0086207,0,subject1
1.9273,-9.6792,0.3999,0.024118999999999998,-0.8405299999999999,-0.70727,-9.1957,-3.8486,0.1409,-0.46078,-1.0103,0.0086207,0,subject1
1.8681,-9.8572,0.42166000000000003,0.024118999999999998,-0.8405299999999999,-0.70727,-9.2192,-3.761,-0.10472000000000001,-0.46667,-1.0103,-0.019397,0,subject1
1.9767,-9.4308,0.48573,0.029685000000000003,-0.8367700000000001,-0.70727,-9.0772,-3.6388,0.12014000000000001,-0.46667,-1.0103,-0.019397,0,subject1
1.9269,-9.7996,0.23761999999999997,0.029685000000000003,-0.8367700000000001,-0.70727,-9.1899,-3.5648,0.51968,-0.46667,-1.0103,-0.019397,0,subject1
1.8843,-9.6714,0.19153,0.029685000000000003,-0.8367700000000001,-0.70727,-9.1139,-3.8193,0.069451,-0.47647,-1.0,0.0064655,0,subject1
1.6030000000000002,-9.7769,0.5271899999999999,0.050093,-0.82176,-0.7229899999999999,-9.1626,-3.8197,0.027763999999999997,-0.47647,-1.0,0.0064655,0,subject1
1.6605,-9.7007,0.22949,0.050093,-0.82176,-0.7229899999999999,-9.0128,-3.9692,0.082791,-0.47647,-1.0,0.0064655,0,subject1
1.7212,-9.6512,0.22215,0.050093,-0.82176,-0.7229899999999999,-9.0353,-3.8886,0.1389,-0.47647,-1.0,0.0064655,0,subject1
1.7713,-9.5921,0.19435999999999998,0.037106,-0.83114,-0.71513,-8.7599,-4.0266,0.34034000000000003,-0.47843,-0.9958899999999999,0.0,0,subject1
1.7311,-9.7015,0.14682,0.037106,-0.83114,-0.71513,-8.8466,-3.8583,0.17167000000000002,-0.47843,-0.9958899999999999,0.0,0,subject1
1.5771,-9.6924,0.062399,0.037106,-0.83114,-0.71513,-8.4804,-4.0098,0.018259,-0.47843,-0.9958899999999999,0.0,0,subject1
1.7317,-9.8609,0.045104000000000005,0.037106,-0.83114,-0.71513,-8.5901,-4.1794,0.061863999999999995,-0.5,-1.0,0.0021552,0,subject1
1.6382,-9.6826,0.053083000000000005,0.040816000000000005,-0.82176,-0.71709,-8.601,-4.1293,0.074787,-0.5,-1.0,0.0021552,0,subject1
1.7714,-9.6721,0.11744,0.040816000000000005,-0.82176,-0.71709,-8.5037,-4.1881,0.18642999999999998,-0.5,-1.0,0.0021552,0,subject1
1.6695,-9.6619,0.14818,0.040816000000000005,-0.82176,-0.71709,-8.9533,-4.0089,0.11205999999999999,-0.5,-1.0,0.0021552,0,subject1
1.7191,-9.6333,0.035526,0.025974,-0.81801,-0.72102,-8.8793,-3.7278,0.21986,-0.51961,-0.9876799999999999,0.0021552,0,subject1
1.607,-9.6332,0.044826,0.025974,-0.81801,-0.72102,-8.8526,-4.0988,0.11798,-0.51961,-0.9876799999999999,0.0021552,0,subject1
1.5277,-9.7609,0.15223,0.025974,-0.81801,-0.72102,-8.9377,-3.7881,0.18559,-0.51961,-0.9876799999999999,0.0021552,0,subject1
1.5762,-9.6434,0.012756,0.025974,-0.81801,-0.72102,-9.1872,-3.8282,0.18359,-0.51765,-0.97536,0.0021552,0,subject1
1.8007,-9.6434,0.015003,0.042672,-0.81614,-0.7328100000000001,-9.0678,-3.8878,0.22228,-0.51765,-0.97536,0.0021552,0,subject1
1.7201,-9.6823,0.08516900000000001,0.042672,-0.81614,-0.7328100000000001,-8.9301,-3.7176,0.2412,-0.51765,-0.97536,0.0021552,0,subject1
1.6586,-9.7426,-0.0017933,0.042672,-0.81614,-0.7328100000000001,-8.9972,-3.7185,0.14740999999999999,-0.51765,-0.97536,0.0021552,0,subject1
1.7008,-9.7112,0.16685999999999998,0.038961,-0.80113,-0.73674,-9.1039,-3.6565,0.34842,-0.50784,-0.9815200000000001,0.0064655,0,subject1
1.5655,-9.5539,0.05879500000000001,0.038961,-0.80113,-0.73674,-8.8037,-3.5403,-0.031181999999999998,-0.50784,-0.9815200000000001,0.0064655,0,subject1
1.6071,-9.7631,-0.076253,0.038961,-0.80113,-0.73674,-8.8274,-3.6188,0.12114000000000001,-0.50784,-0.9815200000000001,0.0064655,0,subject1
1.4627,-9.6846,-0.14669000000000001,0.038961,-0.80113,-0.73674,-9.0184,-3.3494,0.061698,-0.50784,-0.96715,0.023707,0,subject1
1.4457,-9.7812,0.098314,0.040816000000000005,-0.80675,-0.7308399999999999,-9.1486,-3.5486,0.13507,-0.50784,-0.96715,0.023707,0,subject1
1.7091,-9.6832,0.0016834,0.040816000000000005,-0.80675,-0.7308399999999999,-9.2067,-3.5792,0.081457,-0.50784,-0.96715,0.023707,0,subject1
1.6087,-9.6915,0.15650999999999998,0.040816000000000005,-0.80675,-0.7308399999999999,-8.9473,-3.4992,0.075038,-0.50784,-0.96715,0.023707,0,subject1
1.5577,-9.7415,0.11184000000000001,0.03154,-0.8029999999999999,-0.7308399999999999,-9.0734,-3.4806,-0.059446000000000006,-0.50784,-0.99795,0.012931,0,subject1
1.2922,-9.6916,0.14292,0.03154,-0.8029999999999999,-0.7308399999999999,-9.1373,-3.3065,0.34509,-0.50784,-0.99795,0.012931,0,subject1
1.4417,-9.6452,-0.16576,0.03154,-0.8029999999999999,-0.7308399999999999,-9.1826,-3.4178,0.22495,-0.50784,-0.99795,0.012931,0,subject1
1.5463,-9.8027,-0.06842000000000001,0.03525,-0.79362,-0.7406699999999999,-9.1711,-3.6010000000000004,-0.096715,-0.5,-0.9815200000000001,0.030172000000000004,0,subject1
1.7395,-9.7733,-0.10669000000000001,0.03525,-0.79362,-0.7406699999999999,-9.1311,-3.488,0.2006,-0.5,-0.9815200000000001,0.030172000000000004,0,subject1
1.7112,-9.741,0.15506,0.03525,-0.79362,-0.7406699999999999,-9.0665,-3.6191,0.089878,-0.5,-0.9815200000000001,0.030172000000000004,0,subject1
1.681,-9.7406,0.19645,0.03525,-0.79362,-0.7406699999999999,-9.0958,-3.4864,0.35693,-0.5,-0.9815200000000001,0.030172000000000004,0,subject1
1.5658,-9.6136,0.02456,0.03154,-0.80488,-0.72692,-9.1498,-3.4386,0.14057,-0.49412,-0.97536,0.034483,0,subject1
1.3915,-9.6344,-0.07197,0.03154,-0.80488,-0.72692,-9.0115,-3.5078,0.22044,-0.49412,-0.97536,0.034483,0,subject1
1.6363,-9.5545,-0.0030276,0.03154,-0.80488,-0.72692,-9.0317,-3.6572,0.27547,-0.49412,-0.97536,0.034483,0,subject1
1.4434,-9.5035,0.14342,0.042672,-0.8029999999999999,-0.7328100000000001,-8.9794,-3.8573,0.26547,-0.49804,-0.9856299999999999,0.038793,0,subject1
1.6075,-9.6827,0.042354,0.042672,-0.8029999999999999,-0.7328100000000001,-8.9769,-3.6389,0.10972,-0.49804,-0.9856299999999999,0.038793,0,subject1
1.7699,-9.5836,0.059354,0.042672,-0.8029999999999999,-0.7328100000000001,-9.0322,-3.5275,0.25071,-0.49804,-0.9856299999999999,0.038793,0,subject1
1.7813,-9.5624,0.19594,0.042672,-0.8029999999999999,-0.7328100000000001,-9.1222,-3.4777,0.23237,-0.49804,-0.9856299999999999,0.038793,0,subject1
1.7187,-9.5738,0.048915,0.042672,-0.81238,-0.7387,-8.9111,-3.5478,0.21844,-0.4902,-0.98357,0.030172000000000004,0,subject1
1.6807,-9.8209,0.08826200000000001,0.042672,-0.81238,-0.7387,-9.0789,-3.6283,0.17275,-0.4902,-0.98357,0.030172000000000004,0,subject1
1.5873,-9.8025,-0.047166,0.042672,-0.81238,-0.7387,-9.4034,-3.5371,0.2919,-0.4902,-0.98357,0.030172000000000004,0,subject1
1.432,-9.6048,-0.080502,0.025974,-0.81614,-0.72888,-9.0348,-3.5798,0.018926,-0.51373,-0.97741,0.015086000000000002,0,subject1
1.7311,-9.7516,0.09223300000000001,0.025974,-0.81614,-0.72888,-9.0006,-3.8902,-0.017425,-0.51373,-0.97741,0.015086000000000002,0,subject1
1.6695,-9.6119,0.19235,0.025974,-0.81614,-0.72888,-8.8272,-3.7484,0.15633,-0.51373,-0.97741,0.015086000000000002,0,subject1
1.6075,-9.7127,0.020025,0.025974,-0.81614,-0.72888,-8.9584,-3.7281,0.18859,-0.51373,-0.97741,0.015086000000000002,0,subject1
1.651,-9.77,0.22593000000000002,0.025974,-0.81614,-0.72888,-8.8226,-3.5274,0.26113000000000003,-0.49804,-0.9856299999999999,0.038793,0,subject1
1.7503,-9.8428,-0.12047000000000001,0.025974,-0.81614,-0.72888,-8.9605,-3.5181,0.18868,-0.49804,-0.9856299999999999,0.038793,0,subject1
1.5745,-9.6851,-0.19768,0.025974,-0.81614,-0.72888,-9.0079,-3.6585,0.15041,-0.49804,-0.9856299999999999,0.038793,0,subject1
1.6782,-9.6835,-0.029892000000000002,0.029685000000000003,-0.81426,-0.75246,-9.1041,-3.4471,0.28598,-0.5098,-0.9958899999999999,0.015086000000000002,0,subject1
1.7096,-9.7227,0.010129,0.029685000000000003,-0.81426,-0.75246,-9.1679,-3.7183,0.16825,-0.5098,-0.9958899999999999,0.015086000000000002,0,subject1
1.8323,-9.6824,0.075869,0.029685000000000003,-0.81426,-0.75246,-9.3607,-3.528,0.1986,-0.5098,-0.9958899999999999,0.015086000000000002,0,subject1
1.6467,-9.5643,0.0070030000000000005,0.029685000000000003,-0.81614,-0.72888,-9.3096,-3.7576,0.2392,-0.5098,-0.9958899999999999,0.015086000000000002,0,subject1
1.7106,-9.7016,0.13619,0.029685000000000003,-0.81614,-0.72888,-9.118,-3.8678,0.22328,-0.51176,-1.0021,0.028017,0,subject1
1.8829,-9.5428,0.17711,0.029685000000000003,-0.81614,-0.72888,-8.8378,-3.7482,0.17717,-0.51176,-1.0021,0.028017,0,subject1
1.5158,-9.6825,0.062280999999999996,0.029685000000000003,-0.81614,-0.72888,-9.0845,-3.4969,0.31474,-0.51176,-1.0021,0.028017,0,subject1
1.7424,-9.8604,0.09732,0.03154,-0.8086300000000001,-0.7308399999999999,-9.1148,-3.8489,0.10964000000000002,-0.51176,-0.99384,0.021552,0,subject1
1.5869,-9.6029,0.10864000000000001,0.03154,-0.8086300000000001,-0.7308399999999999,-9.0982,-3.6883,0.16975,-0.51176,-0.99384,0.021552,0,subject1
1.5681,-9.7113,0.15511,0.03154,-0.8086300000000001,-0.7308399999999999,-9.0974,-3.4062,0.38177,-0.51176,-0.99384,0.021552,0,subject1
1.5252,-9.6433,0.022668999999999998,0.038961,-0.8105100000000001,-0.75442,-9.1525,-3.4477,0.23387,-0.51176,-0.99384,0.021552,0,subject1
1.4716,-9.4159,-0.0081632,0.038961,-0.8105100000000001,-0.75442,-9.1952,-3.4866,0.33608000000000005,-0.49412,-1.0021,0.028017,0,subject1
1.6989,-9.7531,-0.064417,0.038961,-0.8105100000000001,-0.75442,-9.2448,-3.5499,0.010005,-0.49412,-1.0021,0.028017,0,subject1
1.5754,-9.6842,-0.10387,0.038961,-0.8105100000000001,-0.75442,-9.075,-3.4767,0.32616,-0.49412,-1.0021,0.028017,0,subject1
1.7709,-9.6626,0.07624500000000001,0.024118999999999998,-0.81426,-0.73674,-8.8895,-3.7377,0.22978,-0.50784,-0.97331,0.036638,0,subject1
1.5861,-9.6337,-0.0074930000000000005,0.024118999999999998,-0.81426,-0.73674,-8.825,-3.5066,0.33508000000000004,-0.50784,-0.97331,0.036638,0,subject1
1.6278,-9.6828,0.032135000000000004,0.024118999999999998,-0.81426,-0.73674,-9.0264,-3.6789,0.10772000000000001,-0.50784,-0.97331,0.036638,0,subject1
1.6064,-9.7238,-0.10554000000000001,0.03525,-0.79925,-0.72692,-8.9641,-3.7196,0.043188,-0.50784,-0.97331,0.036638,0,subject1
1.4126,-9.6438,-0.020146,0.03525,-0.79925,-0.72692,-9.0541,-3.7993,0.070452,-0.50392,-0.98357,0.012931,0,subject1
1.7926,-9.8913,-0.018304,0.03525,-0.79925,-0.72692,-8.9558,-3.739,0.10472000000000001,-0.50392,-0.98357,0.012931,0,subject1
1.5753,-9.5843,-0.015546,0.029685000000000003,-0.80675,-0.72888,-9.1842,-3.7893,0.070952,-0.50392,-0.98357,0.012931,0,subject1
1.5885,-9.7813,0.089321,0.029685000000000003,-0.80675,-0.72888,-9.0531,-3.3179,0.2091,-0.51176,-0.99179,0.038793,0,subject1
1.7726,-9.8009,0.11102000000000001,0.029685000000000003,-0.80675,-0.72888,-9.0199,-3.5382,0.17726,-0.51176,-0.99179,0.038793,0,subject1
1.6469,-9.6442,-0.059489,0.029685000000000003,-0.80675,-0.72888,-9.1814,-3.7404,-0.041187,-0.51176,-0.99179,0.038793,0,subject1
1.6764,-9.5452,-0.064662,0.044527,-0.80488,-0.7406699999999999,-9.1014,-3.7902,-0.022844999999999997,-0.51176,-0.99179,0.038793,0,subject1
1.4631,-9.6143,-0.038998000000000005,0.044527,-0.80488,-0.7406699999999999,-9.1167,-3.6289999999999996,0.0998,-0.49412,-0.99795,0.032327999999999996,0,subject1
1.4936,-9.6344,-0.070949,0.044527,-0.80488,-0.7406699999999999,-9.0066,-3.938,0.19893,-0.49412,-0.99795,0.032327999999999996,0,subject1
1.7624,-9.8608,0.055833,0.03154,-0.79737,-0.72495,-9.0297,-3.7775,0.24861999999999998,-0.49412,-0.99795,0.032327999999999996,0,subject1
1.5663,-9.7431,-0.054827,0.03154,-0.79737,-0.72495,-8.9864,-3.6789,0.10772000000000001,-0.51765,-0.97741,0.025862,0,subject1
1.5575,-9.8317,0.0031594,0.03154,-0.79737,-0.72495,-8.9742,-3.467,0.2954,-0.51765,-0.97741,0.025862,0,subject1
1.6386,-9.6322,0.14936,0.03154,-0.79737,-0.72495,-9.0185,-3.4988,0.11673,-0.51765,-0.97741,0.025862,0,subject1
1.7186,-9.5739,0.038492,0.03525,-0.81426,-0.7328100000000001,-8.9417,-3.5775,0.24821,-0.51765,-0.97741,0.025862,0,subject1
1.5659999999999998,-9.6334,0.023572,0.03525,-0.81426,-0.7328100000000001,-8.8764,-3.5161,0.38669000000000003,-0.49216000000000004,-0.9897299999999999,0.038793,0,subject1
1.5759999999999998,-9.7036,-0.06317,0.03525,-0.81426,-0.7328100000000001,-9.2615,-3.7869,0.31066,-0.49216000000000004,-0.9897299999999999,0.038793,0,subject1
1.6993,-9.7427,-0.011807999999999999,0.044527,-0.79925,-0.73674,-9.0301,-3.6079,0.20501999999999998,-0.49216000000000004,-0.9897299999999999,0.038793,0,subject1
1.565,-9.5444,0.017598,0.044527,-0.79925,-0.73674,-9.1159,-3.5063,0.36635,-0.5,-0.9897299999999999,0.021552,0,subject1
1.6382,-9.7726,-0.034749,0.044527,-0.79925,-0.73674,-9.1304,-3.6311,-0.10864000000000001,-0.5,-0.9897299999999999,0.021552,0,subject1
1.6556,-9.3757,0.05819,0.044527,-0.79925,-0.73674,-9.0269,-3.5891,0.091379,-0.5,-0.9897299999999999,0.021552,0,subject1
1.6893,-9.7326,0.009430299999999999,0.050093,-0.8086300000000001,-0.71906,-9.0935,-3.5271,0.2924,-0.5,-0.9897299999999999,0.021552,0,subject1
1.5355,-9.5633,0.11010999999999999,0.050093,-0.8086300000000001,-0.71906,-9.1569,-3.6389,0.10972,-0.51373,-0.9897299999999999,0.017241,0,subject1
1.639,-9.8118,0.0049648999999999995,0.050093,-0.8086300000000001,-0.71906,-8.9072,-3.5557,0.42638000000000004,-0.51373,-0.9897299999999999,0.017241,0,subject1
1.6972,-9.5948,-0.07735299999999999,0.038961,-0.81426,-0.7229899999999999,-8.9686,-3.8676,0.24411999999999998,-0.51373,-0.9897299999999999,0.017241,0,subject1
1.8008,-9.6832,-0.0078206,0.038961,-0.81426,-0.7229899999999999,-9.0025,-3.6171,0.28789000000000003,-0.51569,-1.0041,0.032327999999999996,0,subject1
1.6893,-9.6425,0.10769000000000001,0.038961,-0.81426,-0.7229899999999999,-9.0034,-3.67,0.004002,-0.51569,-1.0041,0.032327999999999996,0,subject1
1.588,-9.7518,0.069958,0.037106,-0.8292700000000001,-0.72888,-9.0894,-3.5284,0.15691,-0.51569,-1.0041,0.032327999999999996,0,subject1
1.8195,-9.465,0.034527999999999996,0.037106,-0.8292700000000001,-0.72888,-8.946,-3.6093,0.069535,-0.51569,-1.0041,0.032327999999999996,0,subject1
1.6799,-9.7717,0.059465,0.037106,-0.8292700000000001,-0.72888,-9.0451,-3.3073,0.27214,-0.51569,-1.0041,0.032327999999999996,0,subject1
1.5547,-9.4845,0.062153,0.037106,-0.8292700000000001,-0.72888,-9.0976,-3.7682,0.17617,-0.51569,-1.0041,0.032327999999999996,0,subject1
